Condition	accA	accB	accC	accD	acpP	acpS	acpS48	adk	alaS	alrA	aroE	aroF	aroK	asd	asnB	aspS	birA	cca	cdsA	cmk	coaBC	coaD	coaE	control	cspR	cysS	dapA	dapB	dapF	dapG	dapH	dapL	ddl	dfrA	divIB	divIC	dnaA	dnaB	dnaC	dnaD	dnaE	dnaG	dnaI	dnaN	dnaX	dxr	dxs	engA	engB	eno	era	fabD	fabF	fabG	ffh	fmt	folB	folC	folD	folE	folK	frr	ftsA	ftsL	ftsW	ftsZ	ftsZ1132	fusA	gapA	gatA	gatB	gatC	gcp	glmM	glmS	glmU	gltX	glyA	glyQ	glyS	gmk	gpsA	groEL	groES	guaB	gyrA	gyrB	hbs	hemA	hemB	hemC	hemD	hemE	hemH	hemY	hepS	hepT	hisS	holA	holB	hprT	ileS	infA	infB	infC	ipk	iscU	ispD	ispF	ispG	ispH	leuS	ligA	lysS	mapA	mbl	menA	menB	menC	menD	menE	metK	metS	mgtE	mnaA	mnmA	mntA	mraY	mreB	mreC	mreD	mrpA	mrpB	mrpC	mrpD	mrpE	mrpF	mrpG	murAA	murB	murC	murD	murE	murF	murG	nadD	nadE	nifS	nrdE	nrdF	nrdI	nusA	odhB	panC	parC	parE	patA	pbpB	pcrA	pdhA	pgm	pgsA	pheS	pheT	plsC	plsX	polC	ppaC	ppnK	prfA	prfB	priA	proS	prs	prsA44	pth	pyrG	pyrH	racE	rbgA	resB	resC	rghRA	ribC	rnc	rnjA	rnpA	rnpB	rodA	rplB	rplC	rplD	rplE	rplF	rplJ	rplL	rplM	rplN	rplP	rplQ	rplR	rplR103	rplS	rplT	rplU	rplX	rpmA	rpmD	rpoA	rpoB	rpoC	rpsB	rpsC	rpsD	rpsE	rpsG	rpsH	rpsI	rpsJ	rpsK	rpsL	rpsM	rpsN	rpsNA	rpsO	rpsP	rpsQ	rpsR	rpsS	scpA	scr	secA	secE	secY	serS	sigA	sknR99	smc	ssbA	sufB	sufC	sufD	sufS	sul	sunI	tagA	tagB	tagD	tagF	tagG	tagH	tagO	tilS	trmD	trnI-Asn	trpS	trxA	trxB	tsf	tuaB	tufA	tyrS	ubiE	uppS	valS	walK	walR	xkdB	xkdC	ycgG	yddT	ydiC	ydiO	ydiP	yerQ	yezG	yezG129	yfkN	yhdL	yisB	yjzJ	ylaN	ylaN187	ylaN190	ylaN25	ylaN85	yloU	ymdA	yneF	yneS	yomL	ypuF	yqaE	yqeH	yqhY	yqjK	ysgA	ytbE	yumC	yxlC
A22-A [A]	-4.088168311	-0.85298942	-1.719876488	-0.76232324	-0.017085063	0.137137946	-0.618727518	0.266449429	-0.332129761	0.43364219	0.895707523	0.158689715	0.569386103	-1.926277702	-1.741096565	-1.055345623	-0.757473715	0.45128374	-1.202477424	-1.547835666	0.731854872	0.710732677	0.541407816	0.228795031	0.88701968	-0.729963833	-0.074094481	0.0531872	0.097060966	-0.215837614	-0.302051436	1.586851093	-2.109909997	0.328030237	1.168086749	-0.890540982	-1.284774517	0.777491498	-0.116428246	-0.630008605	0.563498272	-0.696420956	1.716970017	0.64652722	0.719464221	-0.978317936	0.060978917	-0.70081403	0.475783775	-0.062057614	-0.50023163	-1.141323035	-0.025027731	0.262827873	-0.688202175	0.344142297	-0.08209333	0.523129681	0.335954565	-0.25224801	-0.123378569	-1.298773827	2.54557582	5.032083997	5.901784946	0.115432142	-0.394941127	0.259415662	-0.564218771	0.089440555	0.787381297	0.31832416	0.236716877	-1.246480587	-2.878062602	0.669711846	0.758227317	0.932202231	-0.811525664	-0.53314254	-0.190086235	1.534270754	-0.031339725	0.368472238	-0.192977737	0.401622492	0.450317901	0.01585476	0.895707922	0.655066376	-0.146852419	-0.006376138	2.163704106	-0.048818923	0.559323882	0.506898829	-0.574748259	-0.24372058	0.660182596	0.310957383	-1.10765469	-0.830249671	0.473074914	0.165829545	1.51902768	0.273416363	0.950051693	0.002347596	1.002888578	0.572370285	0.796830197	0.496932033	0.545956828	-1.158010859	1.450998374	-0.572370483	-0.357232788	1.023371013	0.642331672	0.930503585	0.845792903	-0.250912623	-0.129900276	0.556111604	0.442192853	-1.350736828	-0.135335353	-1.303188106	-1.608610415	-2.639160682	-1.674749286	0.163112055	-0.189212481	-0.341903871	-0.599557617	0.491574919	-1.115487431	0.118119779	0.020257866	1.338039728	0.312322753	0.002601099	-1.402981053	-1.060751959	-0.907864068	-0.400612855	0.297019092	-0.477047535	0.410741635	0.509711423	1.06415894	0.187112509	0.822808261	0.04961823	1.029542568	0.343562211	-1.421625862	3.459143345	-0.13768492	0.2916402	-0.546679459	-1.967684063	0.068153394	-1.163810371	-1.167250819	-0.757790609	0.696068406	0.771766246	0.784387886	0.665970275	-7.3e-05	0.875625057	0.179088891	0.330517781	-0.511452856	0.113708801	-0.82922229	0.043733655	-1.926396048	0.553607281	1.229004146	0.515527652	-0.148892256	0.240487223	0.255384051	-0.885791186	-0.132117355	0.365844518	-0.186521113	1.033467485	1.497345632	-0.478068708	0.14290964	0.843388026	0.088528264	-0.361953684	0.766406827	0.960130724	0.104239427	0.747530535	0.040423029	0.485257642	-0.720000387	0.410003756	-1.432543593	0.640493928	1.599668457	0.086447656	0.50578076	0.777335872	0.336547908	0.024115878	0.489674178	0.165067747	0.779791143	-0.333373647	-0.629299862	2.046478454	-0.122886909	0.652697996	0.8562809	0.381253819	-0.53670088	-0.442966647	-0.519722749	-0.652639756	0.274582936	-0.221232307	0.093242196	0.481501053	-0.144460387	-1.83092602	-1.242017358	1.254418184	-0.20190082	0.303437042	-0.08439785	-0.318088375	0.725976885	1.214696657	0.610719754	2.400453982	1.39353453	0.835735776	-0.133924603	-0.197774142	0.444107653	-0.745709814	-0.100553312	-1.636691732	0.248286256	-1.302607947	0.821127094	-0.151673167	-0.450311544	-1.052744099	0.839088962	-0.512000605	-0.48021384	-0.574449956	-1.432277022	-0.475610261	-0.430498858	-1.572215566	-0.20864987	-1.181853264	-1.092531771	-0.328110378	-0.640410985	0.476190013	0.688143333	-1.197601888	1.20721417	2.282171959	-0.556234727	0.483488192	0.229086708	0.166611945	0.862927211	-0.664722959	0.14003279	-0.443729127	0.284396107	0.094551817	0.70323733	0.383295896	0.974589545	0.394112978	-0.318170801	0.086482913	0.675257402	-0.26344509	0.396683066	0.054805909	-1.007969811	0.195974637	-0.736692377	0.911748677	0.184344131	-0.138943314
A22-B [B]	-2.389985747	1.66882643	-0.942778593	-0.415251614	0.000990238	0.276451819	0.126055231	-0.387683258	-0.735139002	-0.09034141	0.486314816	-1.315561631	0.083392484	0.434745	-0.225517671	-0.106393583	-0.433463384	0.866376706	-1.371649847	-1.776195213	0.986523291	0.530081194	1.902379766	0.157544145	0.293854766	0.117887981	-0.094823444	-0.093327944	-0.023780523	-0.197418737	0.604574723	-0.986238852	-0.686221806	0.408811736	1.880079019	0.012867742	-1.531190981	0.346845191	0.796463483	-0.788102318	0.07079302	-1.590104588	0.669240596	0.605958492	1.112035804	-0.686760666	0.675301129	-1.119544109	0.85630432	0.229619576	0.447043858	-0.335649259	0.737795101	0.305547007	-0.698978104	1.206648865	0.233328919	0.772796869	0.365281847	-0.012259237	-0.360256842	-1.143531015	1.531630409	3.841940213	5.170983706	-0.557217101	-1.141704287	0.437900923	0.458150157	0.414400599	0.5297861	0.164774597	-0.581511458	0.38335929	-1.317569824	0.757723372	1.007472124	0.78924573	-0.458160427	-1.872986504	-0.261348817	0.145246097	1.089723357	1.153356326	-0.182931042	0.079566348	0.522027729	0.863837491	0.71778512	0.808589836	0.106237868	-0.368291587	0.797133655	0.593120337	0.95259296	0.414069198	0.102000072	-1.409141346	0.818411276	1.204023519	-1.579064912	-1.011665276	0.156858951	-0.258761338	1.37059882	0.548104603	1.415438308	0.234262906	0.739116773	0.153189941	-0.134645144	0.046359988	0.012033712	-1.982620609	0.540849159	0.106656954	0.054352118	1.599963243	0.368915019	0.644655016	0.399230274	-0.113439856	-0.33975459	0.554526154	0.636491539	-1.478411623	0.2555472	0.214273251	0.173402211	-1.845787929	-1.728528596	-0.167624666	-0.467035511	-0.732428936	0.138026342	0.780314195	-0.989915908	0.083304949	1.248099607	0.101637219	-0.514610322	-0.951548933	-0.724848174	-0.290029297	0.55512888	-0.263205786	0.671821471	-0.527827021	0.277803192	0.571014849	0.108824209	0.193466383	1.757967307	0.423197899	0.724871574	1.350901706	-1.207354993	2.414001095	0.316594139	0.108893713	-0.533034927	0.864933843	1.125733998	-1.068430818	-0.923188187	-0.444841041	1.251436894	0.395890762	0.560616317	0.305042831	1.016172075	0.77086411	-1.058783387	0.584749343	-1.139950068	0.065304684	-0.362982925	-0.397913507	-1.462420111	1.209034027	0.546535477	0.435867445	2.051838833	2.215178409	0.367813876	-0.008416107	0.354703503	-0.567273045	0.206007717	0.231059223	0.834784449	0.141276913	-0.634781258	0.152369201	-0.556118212	-0.881800109	0.55819249	0.308792301	-0.565692899	-0.996046103	0.002895342	-0.160686954	-0.933163563	0.337333164	-1.540601543	1.018938935	1.292023074	-0.315583378	-0.51943152	0.113234741	-0.183749866	0.254674841	0.357490892	0.220483866	-0.544891699	0.185026807	-0.162716054	0.425671351	-0.324273602	-0.635079466	0.698515879	0.404456558	0.309729269	-0.607372535	-0.680124444	-0.743828394	0.620269586	-0.27202737	-0.619729045	0.441482016	-0.448338444	-0.7525704	-1.272327213	0.163370945	0.069150161	-0.415229033	-0.532226377	-1.34170088	0.566240757	1.235552144	1.817196775	2.051811537	1.93188259	0.389980824	0.256843966	-0.70870521	1.587532985	0.582270953	-1.238238575	-2.054599279	2.450251958	-0.836769985	0.653104855	0.316055929	0.672243651	-0.433483452	0.452466726	0.697318807	-0.898408614	-1.070861052	-1.918639627	-0.297195815	-0.683538095	-0.987126288	-0.062366807	-0.428525145	-0.228549264	0.416015025	-1.214625415	-0.051357433	-0.398693596	-0.937690766	1.5068035	2.610342783	0.46928785	0.514085308	0.060227229	0.269462922	0.410923079	-0.675189205	-0.241056538	-0.135278856	0.105190645	1.329668644	0.167372241	-0.375399932	0.405101664	0.48223163	-0.834532703	0.234336106	0.097799877	0.260442262	-0.3547512	-0.067496765	1.053007584	0.84329491	0.499482746	0.386755435	0.184623039	0.138096836
Acriflavine-A [A]	1.892638446	-0.896035082	0.568585895	-0.436545138	-0.861260625	0.582680447	0.072338848	0.418634214	-0.589032091	-0.174805184	-0.571552814	0.466912372	-0.242041796	0.230383353	-0.046443187	-0.371878772	0.243115741	0.554074848	0.308766054	0.259027599	1.201413103	0.52614714	0.512036368	0.525423787	0.719222228	1.662620217	-0.333618202	-0.187624867	-0.48361712	-0.015843361	0.230012366	1.071226452	-0.752117355	1.164529075	0.660805612	1.728761297	1.308227623	0.25871154	-0.319792615	0.211120733	0.702475036	-0.118259688	-0.530912717	-0.363750493	-0.193796329	0.234629812	-0.649068734	0.352749244	-0.564432375	0.437865895	-0.201506264	-0.042743802	0.208957098	-0.489540705	-0.032447212	-0.710621589	0.398385454	0.367664619	0.267976826	0.46278567	0.506959344	-0.095681685	1.535730588	-2.634945959	0.763447235	1.027205003	1.718392287	0.54789361	-0.618288913	-0.146631626	0.459190018	0.845814359	-0.13927759	1.84939114	-1.638294276	-0.358995556	-0.453652252	1.475945266	-0.027899617	-0.450939175	0.358710264	-0.662064349	0.360874396	0.055984324	-0.157443148	-0.941358226	-0.768722048	0.134110962	-0.988104494	-0.298123599	-0.015923701	0.488765444	-1.436124301	-0.616200635	-0.747909266	0.937096889	1.016939741	-1.181865142	0.796923506	0.50643271	-1.472926331	1.201458242	0.682308223	-0.111084438	-0.611441389	-0.104972615	0.422787213	-0.775767222	-0.069350407	0.368676765	-0.551446873	-0.116795019	-0.1183235	0.584228508	0.358802926	0.390957696	-0.208378983	-1.187509869	-0.814698385	-0.669295033	-0.688248667	0.92354433	-0.168953154	-1.019792626	-0.457296904	0.146055003	0.426086062	7.578457989	-1.999755537	1.655971316	0.487082008	0.702702044	0.652561143	0.612677265	0.39895894	0.80315555	0.855588224	0.486336795	-0.08939109	-1.188730679	-0.689939238	0.153714728	0.713513413	0.92323125	0.875530522	0.807373347	1.145556857	0.49144724	0.159244885	0.569762628	1.144347769	-0.541624613	-2.109801286	0.262180688	-0.75516812	-1.278812776	-0.962363572	0.099781745	0.513095999	0.483485923	1.040187673	0.38745871	-0.339965214	0.245748574	0.773614942	0.574045583	0.454891624	0.815566629	0.449523942	0.413951195	0.632691564	2.039076877	0.76184922	0.279434006	1.171667012	-0.853104451	0.422193838	0.479584046	0.625684335	0.097199968	0.427740601	-0.531724024	-0.473259542	-0.809641724	-0.559002525	1.072263059	-0.555611869	-0.280087953	-0.686253691	0.857030053	-0.118675611	0.578407626	0.407027088	-0.017812611	-0.910118393	0.647647928	-1.187349765	1.200374519	0.8343936	0.551073772	0.440555863	-1.209643222	-0.0506447	-0.191454548	-1.215665187	-1.185007527	0.353065876	1.21495723	-0.487214672	-0.582566086	-1.220291662	-0.050438376	-0.043594163	-0.281492844	0.009916113	0.819602872	0.400755235	0.169075242	0.898652633	0.637950365	-0.028011184	0.786360631	0.535096429	0.393015668	-0.285536592	0.745080421	-0.02114468	-0.828937907	1.21350105	-0.272049651	-0.205929479	0.26331226	0.678604816	-0.802597916	0.014435212	-0.47596251	0.426441591	0.706574263	-1.306399007	-0.415472178	0.227321607	-1.391643136	-1.351410415	0.908475608	1.411996618	-1.51734101	-0.104305935	-0.600147637	0.222081308	1.256655401	0.541007353	0.483101622	0.608449984	0.62216326	0.737029524	1.197813378	-1.634309085	-0.476042866	0.527347794	0.489326003	0.509038884	0.281912531	-1.176583134	-0.02598305	-0.847949499	1.142467145	1.334405012	0.07251069	0.316894228	0.553556077	1.507539235	0.185309636	0.128552063	-1.206512763	-0.340896227	0.437837776	0.300922408	0.876723035	0.423365467	0.467778622	0.683666263	-1.206386156	-1.823785555	-1.732725563	-1.117309729	-1.427137492	0.736259653	-1.533413229	1.544599185	1.103981165	0.928945532	0.654598541	-0.011756371	0.775063104	-0.154761004	0.612016574	1.01784049	-0.711958491	-0.329457022	0.132697393
Acriflavine-B [B]	2.963338907	-2.16919655	1.174991787	0.425186226	-0.980587343	-0.100661354	0.769288928	0.342601112	-1.714341875	-0.228091329	-1.736984145	-0.313130671	-0.954508106	-0.624246417	0.638572262	-1.069047825	0.298715267	0.232321848	1.165780391	1.163378037	1.805832989	0.306155582	0.507401771	0.856751778	0.519041443	1.177411626	0.048700868	-0.204824932	-1.198781421	0.36412237	-0.19117195	-0.507080217	-0.547622158	1.600024463	-0.367303196	-1.17031781	-0.145652967	-0.489985705	-0.11118726	0.329073128	-0.738041274	-0.23963887	-0.359366444	-0.721384875	-2.175561049	2.425304992	0.637153647	2.04336619	0.262865684	1.368757245	-0.012086613	0.738374433	0.128718538	-0.603368389	0.238380233	0.568246617	0.562458356	0.789608101	1.189570044	0.630745653	1.304976201	-0.546514326	-0.06771101	-6.633062026	-0.563310056	0.53760049	0.962751077	1.137582079	-0.111743344	0.652292	0.579915681	0.496941331	-0.164591305	0.935472862	-3.403244314	-0.75346031	-0.683139397	2.721006742	-0.972644716	-0.818918922	0.478448449	1.176532654	-0.65399913	-0.581145598	-0.958388727	-2.167055609	-1.389452796	-0.021354015	-0.932412825	-0.547473444	0.06717412	1.176185524	-0.545760955	-0.043966478	-0.357164353	1.473455507	1.795174221	-2.751056529	-0.315223999	2.383185427	-1.711402139	0.372536009	0.776999443	0.370607772	1.82922876	0.621943685	0.178308901	0.078930779	0.075119842	0.100412423	-0.457094479	-1.037257957	0.247690179	0.20695174	1.57143855	-1.797733885	-0.634484144	0.006744861	-0.119302098	-0.14511609	-0.167184892	-0.316988936	-0.135951151	-0.63265932	-0.418710964	0.21062079	0.413388315	6.991454445	-2.381389434	2.254596864	-0.494958966	0.515576715	0.158650641	1.236953016	0.209945657	0.088180435	1.180896877	0.535369396	-1.395015412	-1.704227695	-1.507777112	-0.305051655	-0.709212131	-0.360159719	-0.595009812	1.362987914	1.183474774	0.862438592	0.693384834	0.754184289	0.844523824	-0.635169409	-1.303929349	0.560961886	-2.887775023	-3.058634938	-1.098869499	-1.466150022	0.064107722	1.166329339	1.001750988	-1.453703759	-0.946206359	0.329600887	1.114347318	-0.430053359	-0.074689793	0.654163819	0.066317787	-0.147084454	1.535138689	2.344193938	0.390561896	-0.24135905	1.519758214	-0.51675489	1.454469483	-0.077981964	1.143907189	0.45033084	0.499973129	0.216356207	-3.274584446	-0.774816626	-0.587592888	2.922852101	-0.166366544	-0.649045572	-1.102235205	0.353844597	0.73381983	1.537305327	1.722160365	1.73009307	-0.621706999	0.822325965	-1.181822228	2.073263898	0.608126726	0.926168766	-0.300146562	0.015290049	0.943404346	0.350281344	-0.603575441	-0.068127286	0.397307968	1.136130653	0.058707909	-2.891162652	-2.838040915	0.90196663	1.57002621	0.391176768	0.785855205	1.276164144	1.667785864	-0.751792412	1.186590789	1.514551977	-0.141533301	1.283281835	0.689308139	1.163869729	0.549420817	1.582215471	-0.031140439	-0.368950864	1.661935062	-2.614673637	0.568855066	1.312612708	1.466595907	0.278900573	-0.940014005	0.1156408	0.88951978	0.601318249	-1.180164486	-0.454633944	0.827412612	-0.610428531	-0.024342694	0.392662092	2.117073253	-1.220111493	0.627446376	-3.323598479	0.358983212	-0.072130963	0.132817784	1.38390112	-0.206710852	1.685333234	0.904221033	0.481649941	-2.614246328	-0.609401277	0.800674055	0.539886263	0.755364329	-0.040500817	-0.718966298	0.999081932	-0.266174216	-0.5388626	-0.795075023	0.060777376	0.983089516	0.399550225	1.363199719	0.76951462	-1.324253489	-1.636360875	0.153547795	0.374839221	0.962185772	1.812632254	1.171754452	0.773409604	0.524124279	-0.740842114	-1.063246787	-0.901022962	0.543887389	-0.61003803	-0.174104993	0.1061915	1.335685186	3.512028697	0.436197674	0.769573275	0.78504148	0.480548681	0.058502181	0.245491643	1.374054579	-1.142636292	-0.484895004	0.466412908
Acriflavine-C [C]	0.995266599	-5.748972605	-0.208822922	0.216271834	0.1488362	1.64372256	-0.088839182	-0.029297481	-0.016009035	-1.13566954	-1.551640724	0.09253004	-1.8863104	-3.178961983	0.17498394	-0.169668996	-0.099198997	0.379619654	1.250325633	1.125107985	0.797299364	-0.077008833	0.894111408	-0.088812026	-0.876837315	-0.07030032	-3.471816667	-0.450944562	-3.597284704	-3.338500648	-0.828991474	-2.10868455	0.089464775	1.534716609	-1.832351307	-5.094667991	1.023839744	1.980508772	0.998933542	0.020203063	-2.205614663	-0.483598682	1.336363841	-2.182806693	-4.31989399	3.751144582	1.232139472	4.981396602	4.189012256	-0.507182062	1.874653143	2.459473427	-0.228211731	-1.928630544	-0.99771342	4.966019097	1.827848449	1.900576172	4.164861428	2.256983031	1.621144613	4.220222921	0.872991878	-9.153089597	-4.382700065	-2.085857343	-1.465141513	4.830077659	0.028394124	0.179200907	0.966083329	-0.354842128	2.627163866	0.523489814	-2.804740343	-1.168022564	-1.589104168	1.95121174	0.125231124	1.421071343	0.159911444	4.900473779	-2.239331925	-2.749487031	1.321597656	-2.813975495	-3.406157066	-0.694277086	-2.460039646	-2.280425426	-0.091723857	1.153229604	-2.81180773	-0.370444357	-1.322948245	-1.495483532	-1.933730254	-0.136264319	-4.347568652	2.049214014	2.544642445	2.042679963	-0.064922989	5.919269243	3.375121476	0.365273189	-0.075065897	-0.651889818	-0.962638887	0.372680053	1.363911939	-1.462340613	-4.029509835	1.571483153	3.759627533	-2.712949395	-2.080784568	2.094891501	0.946020373	0.736784053	-0.147812282	-4.271329496	1.047854867	2.117415651	-1.817305164	0.286924075	-1.497219735	4.513488013	-1.687125442	1.222898534	-3.188459578	-0.428054313	-1.452792014	-1.419553649	-1.957146658	-3.803621931	0.254885739	-0.473722471	-1.813765579	-6.061177426	-4.862635811	-4.772231365	-2.307627801	-4.372880465	-3.30655623	0.029004895	-0.253417711	0.919749914	0.298823453	-0.37279821	0.544260883	3.698120422	0.000833263	1.539820599	-5.08702516	-5.480238548	-3.251875486	-4.868891834	-4.156791257	0.641594488	0.651187749	-1.168556728	0.756158076	-0.593999062	-0.755727138	-0.568060578	1.375210874	-0.618301622	-1.364725882	3.523779211	0.555658408	1.145494746	-1.467600162	-0.339066225	0.185173577	0.204174983	2.023318173	3.430904314	-0.077027579	6.407513742	0.697206713	1.027107672	-2.707404802	-3.071539476	-1.960825373	3.381333018	3.378661157	-0.161864644	-2.684238091	-0.149765936	1.981090308	0.799942925	4.121602109	5.103361587	1.032520882	0.450566338	2.114818766	3.117443738	2.731069439	0.351049611	-0.442707128	4.018569932	3.322140201	3.591337261	1.450626902	3.445031077	-0.649505863	-0.406731876	1.615103661	-3.529011142	-4.348035053	3.331216182	3.378132422	1.509107293	2.544249894	2.931571889	3.911656408	3.552436055	-0.141392069	1.455649771	3.387912793	-0.938898247	-0.201135361	4.319955662	-0.676059741	3.306454689	0.00311072	0.796945835	0.308461338	-5.44502523	-0.548492243	-0.116694611	0.779662487	2.38354017	0.317063122	-1.048022792	0.553820999	-2.369765638	3.015597519	2.087686914	2.703105343	2.16828251	2.441498402	1.806456043	1.268259325	-2.565864981	1.510402466	-6.249870565	0.603045481	0.377496357	0.848467293	0.385429203	0.12034426	-0.229367378	0.416416386	0.437252353	-1.619192897	1.163845228	1.080470262	-0.67707458	2.703070649	-0.43789151	-1.266919445	0.97750762	1.914700231	-4.071951563	-3.157767898	-0.464261831	-0.74198253	-0.328678207	0.339329128	3.272667955	-6.638236649	-5.024725408	-0.297046641	-0.115374277	0.187359817	-0.468125289	0.779909015	-1.572995276	0.103169662	0.916356833	1.27678914	1.418707542	1.555301801	1.88339387	-3.81025807	4.439232794	-0.731813677	5.420352104	-0.621988999	0.101106862	-0.65520096	1.748010307	0.385588709	-0.462733083	-1.353939018	-1.967783517	-0.709536772	1.401878452
Actinomycin_D-A [A]	-1.788668126	1.882140343	-1.185059328	1.521043455	0.600602897	-4.269869646	-0.739040966	-2.569089384	-2.068826215	-1.091146077	-2.360305895	-3.437406585	-0.650334329	2.170548882	2.465359938	-1.062174591	0.87535345	-2.109018371	5.703315059	2.519860915	2.382087764	-0.967218159	0.369780997	-0.556492569	-0.566732787	-3.685135857	3.849512735	1.8011263	0.809250617	-0.77523679	4.362631214	1.865285195	3.825208717	5.28445926	-1.83966432	-2.97743811	5.101031617	0.929721305	2.259043164	-1.22026945	5.017667326	0.671785537	1.045425216	5.894369372	6.613244075	4.390755872	-0.618179339	3.563417917	2.48982505	-4.345397377	-2.540254374	1.950167545	-0.117043229	-0.321012465	-0.614067888	-1.257878453	1.317552887	2.734343071	0.309112014	-2.275689713	0.677635735	-0.794623939	-0.146186711	0.961204441	-1.025542873	0.879833708	0.629129435	3.384592273	-2.07929946	1.554017864	2.973143224	-0.856485691	-0.095270237	4.898179538	1.413430013	0.685887417	-0.265478576	-1.201486706	-2.458131859	-1.780982502	-0.579125763	7.854408051	-0.669510403	0.01458777	-2.145583267	2.697875066	1.813881834	0.866999453	0.249234507	0.179654958	1.967212293	-1.253499702	-1.162138846	-0.250542488	-1.470531118	1.353472697	-0.641879057	-1.716702112	4.501434298	2.962355731	-3.623438853	-1.139937513	-0.846311506	-4.993503862	1.565873021	-1.052761798	-0.541670301	-0.244991133	0.218373555	-1.01852947	0.495481147	-1.186598427	5.148588026	-0.392901858	-2.481385505	-1.263546657	-0.222168203	3.685992073	-0.574495978	0.077256039	1.101300971	-1.315679029	-0.346888675	-0.515619997	-0.605015417	-1.56926169	-0.571180318	4.522444146	0.604075936	1.327100407	1.694399085	0.003399969	1.266536479	0.755661482	0.728215967	2.141918483	0.023756483	-0.867487143	-0.335700646	5.869867819	5.928910764	3.687307616	1.111994845	0.427233037	1.682894126	-0.212612047	-1.291424871	-1.047093454	4.976978236	1.530605013	5.719226237	-3.099219664	-0.739222314	3.609485606	4.04237951	0.666820926	3.080860108	-5.692259324	4.880986857	-0.473710535	-3.061838537	0.362854851	-0.017368023	-0.800224944	0.813232926	0.857350531	6.183473908	-0.819148306	-2.390611226	2.374067104	-0.885865746	3.573331203	-1.403398019	0.160432532	0.353854034	1.908357678	3.740085021	-1.26660806	1.859025074	2.627512112	-1.585473108	-1.184278956	1.450058496	3.029495133	1.387337516	1.005290004	-1.77301354	-2.321309515	-0.061502021	-0.206378733	-1.148330888	-0.826542095	-1.023606694	-2.034103561	0.369690498	0.183031692	1.502961254	0.862182441	0.85763408	-2.076999366	-1.229992069	-3.301294409	2.494612464	-0.559304296	0.495856343	-1.474889014	-1.226098272	-0.392161726	-0.943270108	-0.386835863	-1.296686702	-0.827349581	-0.022469407	0.972320309	-1.397670548	2.893563369	-1.64504214	0.054606714	-0.63892118	-0.73631234	1.395556918	-1.91977162	-0.443342733	-4.026224005	0.851950618	1.048063512	-1.321030491	0.273108599	0.236245917	-0.590176886	-0.853147737	3.300989453	1.689849788	2.344753574	-0.394611924	-0.016422942	-0.122439695	-0.640965038	2.314202682	-1.84210223	-0.767608963	-0.379195097	0.890386779	2.252909496	2.291361234	2.804612391	-0.991472463	-0.426729687	1.502331289	1.428443198	1.579399893	-0.650637033	-2.321280936	-2.914625966	-1.315603332	-0.871928607	3.780230305	0.599751116	-1.343421196	-0.939035033	-0.015359294	-1.247518621	0.124034717	4.560210725	0.954915563	0.71643111	-0.583774053	-1.241872341	-0.800696837	-1.497531011	-1.058118647	-0.394930347	3.763041859	4.624567715	1.252500531	-0.492113946	-1.904250418	-1.262716359	-0.376242008	-0.180043916	-1.33221383	-0.540339474	-1.533322946	-2.210309001	-3.11311297	-1.859378457	1.335490162	-1.118124816	0.81420925	5.416298636	-0.707007523	-1.145971273	-0.844239188	1.50917945	0.740561815	-0.594345141	-0.43726583	0.666709836	1.71436431	-0.055461606
