BSU	Gene	A22	Acriflavine	Actinomycin_D	Aztreonam	Benzalkonium	Cefaclor	Cefoxitin	Cerulenin	Chlorhexidine	Ciprofloxacin	Copper(II)_stress	Cycloserine_D	Dibucaine	Dipyridyl	Doxycycline	EDTA	Ethidium_bromide	Fosfomycin	Fusidic_acid	Gliotoxin	Holomycin	Iron(II)_stress	Mupirocin	Nalidixic_acid	Novobiocin	PAC-holo	Phenazine_monosulfate	Propidium_iodide	Puromycin	Rifampicin	SDS	Sulfamonomethoxine	Thiolutin	Triclosan	Trimethoprim	Vancomycin
BSU12530	xkdC	-0.9275182	0.316894228	-0.800696837	-0.946726414	0.319246859	-0.093677723	-0.602213837	0.351383629	1.174511822	0.044941287	0.016807225	0.091459775	0.909391478	0.7500184195	0.528726828	0.055914638	0.233526231	-0.2280505015	-0.903549276	0.504495486	-0.773132411	-0.377994614	0.473436303	-0.737210526	-0.745658925	0.732459595	-0.752594161	0.59835284	0.761448632	-0.3520793825	0.080375055	0.75185085	-0.136020498	-1.155862165	0.0014837665	-0.53239663
BSU13300	mgtE	0.555318879	-0.63265932	-0.515619997	0.955235537	1.131405173	0.167121915	0.172571043	1.410864003	0.037529678	0.745967051	2.546617185	-0.251227784	0.728288753	0.482096251	0.654893633	1.462455916	-0.478402919	-2.783422422	0.5691246945	1.777313991	1.369865577	-1.129115041	-0.800347923	1.99863427	-0.75889654	-0.8356211705	0.143427296	-0.38490834	1.0470334	0.025677495	-1.294256332	1.409747405	1.320246253	-0.047594983	-0.506181481	-0.0604248985
BSU14000	patA	-1.3144904275	-1.098869499	3.080860108	-2.384827668	-0.181352048	-3.901289512	-2.0806652005	1.183080461	0.727644468	-0.237594622	-1.086079172	-0.772768775	0.590312786	2.3979139275	-0.790597297	1.214276522	-1.780791386	-0.3359061655	2.2388955145	1.378397319	1.504641914	-0.299942815	1.163249125	-0.285995902	2.593821069	-0.8227829155	0.861569757	-0.468680104	-1.206249466	-0.234509714	2.12292843	0.466746437	0.575426139	1.22779528	0.584896206	-0.854881318
BSU14180	dapH	0.1512616435	-0.19117195	4.362631214	-0.552676955	-0.661769428	2.03470991	0.633514652	-0.01086243	-1.385898669	-2.50988246	0.020854155	-0.399777176	-0.045087687	3.1021601825	-0.794868041	-1.925141916	-1.113523543	-1.0785280415	0.8000572195	-2.88344806	-0.163255999	1.694317652	0.461835177	-0.749385209	-0.214555748	-2.885321786	-0.015417932	-0.354666061	1.391400785	2.785683824	-1.884873221	-0.508424851	0.431862334	0.159672067	-0.656255305	1.4040573695
BSU14190	dapL	0.3003061205	-0.507080217	1.865285195	1.650315406	-4.36453051	2.415088854	1.9520845525	-0.055381654	-1.371331577	-1.713738816	-0.013683459	0.150467131	2.198114126	4.831382742	-2.399418645	-3.486373017	-1.326587639	0.308279231	-0.159107358	-5.838632108	0.220022812	1.40634042	-0.093256785	-2.462824199	1.605133341	-3.2927964215	1.267963757	0.229831006	0.415406521	0.168033232	-0.015334718	-0.33816268	-1.594809972	-2.08169006	-0.4791215955	-1.11114437
BSU14530	rnjA	-0.4471036465	2.922852101	1.005290004	2.117479327	-2.021466428	-2.977230045	-0.421528243	0.603877589	-0.02360479	-0.820737112	0.580795071	-1.094942561	0.700578848	1.829838706	-0.558675358	-1.679570501	1.11135723	0.44130385	0.1472104915	-1.002342312	0.639732091	-1.820227168	-1.004845038	-1.430643698	-0.840186096	0.125347929	-1.111716142	-0.589175895	-0.55781223	1.3699170605	0.071106324	0.004912774	-1.813901591	2.191706828	1.6832118585	0.0254351655
BSU14580	pdhA	0.2002669565	0.641594488	-0.473710535	1.105458875	0.3601354585	1.506161207	0.880010273	-1.249148604	0.537074682	-0.004355383	-0.169311722	-0.13218789	-0.188618981	-4.41537293	-0.079311566	-0.047951606	1.315856918	0.37262319	-1.8736901325	0.501832114	-0.756156842	-0.478859656	0.10396373	0.560121155	-0.574158282	1.4883702685	-1.751366408	0.304515777	0.457301277	0.220805922	-0.065657207	0.581714755	-0.460537197	-0.52860913	0.0030960645	-0.401900513
BSU14840	ylaN	-0.2895039915	-0.740842114	-0.540339474	0.7915819405	1.122536689	1.192557444	0.899381379	1.764826249	-1.704568605	0.030597804	-0.173160523	0.000160816	-0.482827452	-0.163302044	1.836026599	0.512296393	1.106383216	2.8035890415	-0.577527362	-0.190282365	-2.852456833	0.6917737805	-0.242504058	-1.100891594	-0.696421399	-0.511971282	-0.103181001	-1.112422139	-0.210199025	-1.529317039	-0.660184973	0.685990474	0.129583299	0.49944021	-0.9276728655	0.227200993
BSU14840	ylaN	-0.2895039915	-0.740842114	-0.540339474	0.7915819405	1.122536689	1.192557444	0.899381379	1.764826249	-1.704568605	0.030597804	-0.173160523	0.000160816	-0.482827452	-0.163302044	1.836026599	0.512296393	1.106383216	2.8035890415	-0.577527362	-0.190282365	-2.852456833	0.6917737805	-0.242504058	-1.100891594	-0.696421399	-0.511971282	-0.103181001	-1.112422139	-0.210199025	-1.529317039	-0.660184973	0.685990474	0.129583299	0.49944021	-0.9276728655	0.227200993
BSU14840	ylaN	-0.2895039915	-0.740842114	-0.540339474	0.7915819405	1.122536689	1.192557444	0.899381379	1.764826249	-1.704568605	0.030597804	-0.173160523	0.000160816	-0.482827452	-0.163302044	1.836026599	0.512296393	1.106383216	2.8035890415	-0.577527362	-0.190282365	-2.852456833	0.6917737805	-0.242504058	-1.100891594	-0.696421399	-0.511971282	-0.103181001	-1.112422139	-0.210199025	-1.529317039	-0.660184973	0.685990474	0.129583299	0.49944021	-0.9276728655	0.227200993
BSU14840	ylaN	-0.2895039915	-0.740842114	-0.540339474	0.7915819405	1.122536689	1.192557444	0.899381379	1.764826249	-1.704568605	0.030597804	-0.173160523	0.000160816	-0.482827452	-0.163302044	1.836026599	0.512296393	1.106383216	2.8035890415	-0.577527362	-0.190282365	-2.852456833	0.6917737805	-0.242504058	-1.100891594	-0.696421399	-0.511971282	-0.103181001	-1.112422139	-0.210199025	-1.529317039	-0.660184973	0.685990474	0.129583299	0.49944021	-0.9276728655	0.227200993
BSU14840	ylaN	-0.2895039915	-0.740842114	-0.540339474	0.7915819405	1.122536689	1.192557444	0.899381379	1.764826249	-1.704568605	0.030597804	-0.173160523	0.000160816	-0.482827452	-0.163302044	1.836026599	0.512296393	1.106383216	2.8035890415	-0.577527362	-0.190282365	-2.852456833	0.6917737805	-0.242504058	-1.100891594	-0.696421399	-0.511971282	-0.103181001	-1.112422139	-0.210199025	-1.529317039	-0.660184973	0.685990474	0.129583299	0.49944021	-0.9276728655	0.227200993
BSU14840	ylaN187	0.194793376	-1.063246787	-1.533322946	0.022080463	1.0549637975	-0.967943378	0.4319065015	2.921018079	-1.293819852	0.8849403	0.556988691	0.463576969	0.856956272	-0.500037104	0.640646256	1.164280688	0.989910174	4.2722970075	-0.189840572	-0.02263875	-4.211841446	2.2082673195	0.313946443	-0.905660458	-1.400160336	-1.1503149675	-0.644494908	-1.154467138	-0.4468314	-1.3339488885	0.265782443	0.70239241	0.058592919	0.88035597	-0.892828839	-0.134077279
BSU14840	ylaN190	0.7121102305	-0.901022962	-2.210309001	0.277072784	0.96996683	0.935774034	0.1311914835	2.625468307	-1.53124168	0.442507541	0.562972876	0.19133027	1.298329929	-1.819990708	1.087810351	0.387947594	1.059354739	4.140624922	-0.222815255	-0.644624912	-3.391977479	2.3313097955	-0.095706897	-1.096266636	-1.981376106	-2.083905869	-0.76143201	-1.218351127	-0.892653472	-1.3933627125	0.516385949	1.54926589	0.23481603	1.309537623	-0.7954522525	0.056009034
BSU14840	ylaN25	0.4353047855	0.543887389	-3.11311297	0.4897899645	1.0138533125	1.33811174	0.7334624855	1.153656842	-0.344507635	-0.262750827	0.362567221	0.660522467	0.221011956	-0.927584338	1.376210002	1.27417807	0.808642736	2.376280223	-0.36851123	-0.409517015	-1.505871901	0.749489084	0.133767189	-0.993488187	-0.394479253	0.3448815175	-0.766088281	-0.307090774	0.157473352	-1.3397374245	-0.940895691	0.353364765	-1.562241924	0.66350242	-0.8118011535	-0.054936604
BSU14840	ylaN85	0.00394798200000002	-0.61003803	-1.859378457	0.2658238135	1.064461858	-2.123576372	1.0062403375	2.630025599	-1.136725137	0.285601544	0.09566474	0.763007587	-0.452141217	-1.0550493565	1.404976023	1.443967545	1.267898073	5.3047510795	0.1325242065	-0.902335403	-2.630414248	2.245253566	-0.316581833	-0.463739674	-0.435302799	-0.365614667	-1.463903843	-1.118570722	-0.328529416	-1.5824214555	-0.353891289	-0.470639896	-0.347261243	0.94876175	-0.5123572905	-0.063638343
BSU14850	ftsW	5.536384326	-0.563310056	-1.025542873	-5.3790409875	-1.228481198	-1.951074357	-3.8781417815	0.815462647	1.929218473	-6.815965886	-2.642527066	-1.441511101	2.62342098	-0.2832951015	-1.94902357	0.439573186	-3.133122165	-8.0784041845	0.420689383	-0.674667248	1.062347492	6.277984119	-0.457803914	-5.078285579	2.716363259	-1.188672057	5.255629049	3.744521502	1.247316484	1.2572535065	5.086002496	0.888124118	1.340599583	-7.076463199	-0.960735122	0.121217562
BSU15020	coaD	0.6204069355	0.306155582	-0.967218159	0.204766423	0.5356845475	2.411906359	0.574905994	-3.712489967	0.769655426	-0.304560375	0.922734006	0.491062355	0.743564151	-1.058254059	1.163764688	-0.261538101	-0.567924664	-0.0359451345	-0.1609042465	1.489336818	-0.12488889	0.3408581305	0.084243245	-1.492193824	-2.318666481	1.071790175	0.157402508	0.379754918	0.572845333	0.1382504205	-0.268771643	-0.520885566	0.87147387	-2.121161056	-0.021762012	0.3608383415
BSU15180	murE	-1.0639146135	-0.709212131	1.111994845	-5.527015968	-1.231747926	2.620238493	-3.544683067	2.459818447	1.608358329	-0.725450338	-0.278564528	-0.422213711	-0.827576897	4.2217953705	-0.304084832	0.58687747	-1.115624317	-1.746915687	0.320126788	0.733148042	-0.366671658	3.0779917855	-0.267671255	-4.076338246	1.35523094	0.347184107	1.587295149	1.695605619	0.357214055	1.270325037	1.896343057	0.713182155	0.127674945	-0.606408185	-0.482036896	-0.563158585
BSU15190	mraY	-0.5444574275	6.991454445	4.522444146	1.1207598345	0.7496285515	-1.495163029	-3.69134459	0.389634897	3.613006067	-3.065470296	7.140278934	-1.520956753	5.839257176	6.5795841495	0.869730654	-0.943319199	-3.119562682	-1.4895812145	1.731105557	-2.024234067	0.028151084	-0.12794601	-0.205497665	-1.395633825	1.193487119	-4.7431279495	1.126029149	-1.104275819	-0.576948591	1.020721983	0.316205568	-0.436910497	1.156727803	-0.329768657	-3.2709500375	2.8862088715
BSU15200	murD	-0.474473917	-0.305051655	3.687307616	-6.1665114095	-1.453889062	-1.489744936	-4.355427729	2.232446922	2.18560946	-2.160228829	-2.009551881	-0.273289772	-0.896791106	4.630530447	-1.457862037	-0.326214745	-3.155764622	-2.8016979695	3.027437369	0.507966693	1.306867411	1.946901687	0.291029057	-2.155909717	1.090369438	-2.33454188	1.79333082	1.514160167	0.548173096	2.1659302645	2.16854625	1.295364893	1.515002146	-0.927468631	-1.439526453	1.159237985
BSU15220	murG	-0.176367594	-0.595009812	1.682894126	-0.5090771	1.789043139	3.43493231	0.263643985	0.55430746	-0.15375918	-1.541306938	1.455177699	0.157430292	-0.807287081	1.042357147	-1.038174382	-1.839921529	-0.7571853	-0.629953165	0.3146440275	-1.369445465	-0.880755759	0.5684178885	-0.184380919	-2.346342808	1.527018338	1.710874886	0.320814052	-0.019720768	-0.307036693	0.6455468775	-0.524201421	0.895916353	-0.859292857	-0.380562891	0.243966097	0.813836829
BSU15230	murB	0.7198384735	-1.704227695	5.869867819	1.783953413	-0.426085141	3.877975847	-0.842163356	0.690793036	1.347061649	-2.594017867	-0.621839252	-1.312650295	3.455850577	4.625093641	0.390753454	-1.277773239	-2.397463424	1.228978719	-2.45043023	0.043070745	-1.471995358	-0.460978543	0.386399885	-2.305563406	-0.447117356	-3.438479352	0.9368663	-1.329596425	-0.563273178	-0.421429189	0.903262926	0.993292005	-0.426902625	1.120093219	-0.619480644	1.4625948235
BSU15240	divIB	1.524082884	-0.367303196	-1.83966432	-2.522163194	-0.2267827685	-2.720082202	-0.8629437525	0.513597828	0.940650566	-1.225301753	-1.008533105	-0.931747793	2.340499888	-2.433068525	-0.258809166	-0.830515239	-1.386320015	-3.5352160445	0.486004884	-0.68871329	-1.035915434	1.6295217995	0.174019496	-1.515635634	-1.73817001	1.0451115525	-1.549610137	1.02763276	0.283029999	-0.1854938655	0.634246896	0.467481298	-1.819747408	0.585858601	0.5886898105	-0.2343625975
BSU15290	ftsZ	-0.2208924795	0.53760049	0.879833708	-1.735561304	-2.6168052825	-2.181028523	-1.19400922	1.080090848	1.041146364	0.810231913	-0.035686745	-0.997695281	0.14933714	-5.3719929415	0.473039387	-1.282054345	-2.1446639	-1.9483920255	0.3096610365	1.044593315	-1.216917887	0.5959410155	0.813989491	0.223830382	-0.306632682	2.556578889	0.669746515	0.41011275	-0.139922696	-0.212049581	0.52879397	-0.013462575	-1.05326645	0.565120591	0.67961606	-0.5670722165
BSU15290	ftsZ	-0.2208924795	0.53760049	0.879833708	-1.735561304	-2.6168052825	-2.181028523	-1.19400922	1.080090848	1.041146364	0.810231913	-0.035686745	-0.997695281	0.14933714	-5.3719929415	0.473039387	-1.282054345	-2.1446639	-1.9483920255	0.3096610365	1.044593315	-1.216917887	0.5959410155	0.813989491	0.223830382	-0.306632682	2.556578889	0.669746515	0.41011275	-0.139922696	-0.212049581	0.52879397	-0.013462575	-1.05326645	0.565120591	0.67961606	-0.5670722165
BSU15290	ftsZ1132	-0.768322707	0.962751077	0.629129435	-1.5238841435	-1.240251526	-0.13277645	-0.443882012	-0.467231335	2.154010583	2.247913364	-1.183625949	-1.509941142	-1.228533705	-3.824966252	-0.37205401	0.44046033	-0.453260584	-1.6396031115	0.3047942555	1.221447998	-0.495122235	0.2759296845	0.446222422	0.47955126	-0.227745298	3.344097385	-0.30702123	0.472332086	-0.114656908	-0.744908428	0.804277021	0.976634332	-1.28783643	-1.571022757	1.4826602455	-5.767699786
BSU15430	ileS	-0.9209574735	1.201458242	-1.139937513	-0.113197785	-0.57925454	3.241010253	-1.103921213	-0.712700122	0.995959488	-0.24539115	2.893862023	0.20557479	0.8677624	0.206920827	0.395855219	-0.242122006	0.265866099	-1.175166278	-0.1633072495	1.827932101	3.068003289	0.23834645	-3.902644957	2.815759036	0.360763811	-5.2201850135	1.402786368	0.442938185	0.616577391	0.7091630145	-0.663530575	0.00835125	2.100442427	1.089576735	0.212883346	-2.406841161
BSU15680	gmk	-0.225717526	0.358710264	-0.579125763	0.0148229425	-0.476970168	-2.517878734	0.0908998560000001	-0.197963083	1.181716028	0.288160901	-0.556302066	0.344907741	-0.507734307	-0.870032761	0.229265725	0.574077517	0.108849953	-0.302525905	-0.7306530025	0.408760593	0.061260781	-0.083162574	0.27598073	0.13551014	0.639561549	2.619603706	-0.985491707	0.338249542	0.335550816	-0.5070450945	-0.117706069	0.181644552	-0.535616351	-0.94725596	0.3720183345	-0.53792228
BSU15700	coaBC	0.8591890815	1.201413103	2.382087764	-1.027742773	0.594331945	0.195589445	-0.7740425855	-4.049998709	1.351064973	-2.02169956	0.668788351	-0.194380277	0.92581556	-0.390185576	0.072242081	0.622732161	0.735926202	-0.3378458715	-0.8124777345	1.255174285	2.638320057	0.7390814225	0.380294272	-2.258526855	0.664455995	0.047229023	1.460415547	0.107721838	-0.185788212	0.7749585765	-0.493572979	-0.739856343	1.595901762	-1.590261518	0.014863582	0.0610796775
BSU15710	priA	0.8232445835	2.039076877	3.573331203	-1.817844956	1.0012233605	0.516832631	-0.715758141	-4.809468027	0.765010315	-3.308273526	0.450121093	-0.357852256	0.095168891	1.0423573625	0.430601766	0.654584669	1.757095882	-0.8423333975	0.9155054715	1.940030895	2.605984893	0.673236668	0.779427672	-4.21050999	1.096572237	-0.3574787745	3.390754373	-0.648983271	-0.032091575	0.1358221715	-0.641474018	-1.120531165	1.606449163	-0.378309512	-0.623218469	-0.364387238
BSU15730	fmt	0.775395581	0.568246617	-1.257878453	0.594979559	-0.067616798	4.390470752	0.6974312635	-0.488754328	-0.068644149	0.159233352	0.936834151	-0.327671142	0.04377153	1.610921047	-1.114960544	0.550060844	2.368414661	0.262910959	0.6424070075	0.318580293	0.887813326	-0.0275481495	-0.310116811	0.981611866	-0.600978008	-2.1517211445	1.200514626	-0.561917013	-1.352118032	0.223527372	1.168372117	-0.905817006	0.846501608	1.635079062	-1.535698411	0.0935580325
BSU15830	yloU	0.6898456045	-0.174104993	1.335490162	-0.279510924	0.8749722695	-0.756383818	-0.177383327	-0.477707667	1.066818052	-0.574605076	-0.076134146	0.763986509	0.871412201	-1.9631778415	1.443428361	-0.239386657	-0.284491152	-0.391441013	0.0150858435	-0.751826721	-1.65831493	0.514258481	0.697120418	-0.844598729	0.414290173	2.202473588	-0.290463951	-0.047713394	0.20837656	0.1569673645	0.039568243	0.164798715	-0.342506534	-3.511819954	0.099726855	0.908181142
BSU15890	plsX	-0.601315825	-0.430053359	0.857350531	3.0554559205	0.002069902	-0.398188194	1.0006060745	-6.73447446	-0.026817208	1.089694103	1.060762241	0.114176269	0.717401786	-1.1122087575	0.35873133	-1.186487452	-0.100658612	0.0186842405	1.784041175	1.89367993	2.04006421	-0.010409495	0.490413852	-1.485730947	-0.911622618	0.398588241	0.167594491	0.591666428	1.182562711	-1.2279116935	-1.050508917	0.242967064	1.33339092	-5.821673534	0.377158543	-0.1415309775
BSU15900	fabD	-0.738486147	0.738374433	1.950167545	0.6502385015	2.186058521	2.650395225	-0.4043103925	-4.366443025	1.685084405	0.068843012	2.964420325	0.744701007	0.475743743	0.837062469	1.349256562	0.973639465	0.908691332	-1.4043334655	1.2131601535	-0.342702972	3.004673393	-3.050343176	-0.527485534	-0.330954544	-1.710061852	-0.32033823	2.243404785	-1.498124773	-0.359778753	0.594783904	-1.029291641	-0.506719513	1.143241572	-0.859011759	0.027889835	0.1181746285
BSU15910	fabG	0.28418744	-0.603368389	-0.321012465	1.269303406	0.2003955165	0.240369944	0.5390932105	-6.80472683	0.286045943	0.272891602	0.26966465	0.861257708	0.355597806	-2.005935497	0.328500255	0.634900544	-0.721054852	0.456358502	-0.4934664995	0.312215462	0.184313908	-0.9695137625	0.20356724	-1.382038135	-0.351942167	0.5361392625	0.626260131	0.100571811	0.311543598	-0.2619355395	-0.277714748	0.690214871	-0.204571142	-5.052699921	0.293754535	-0.191914272
BSU15920	acpP	-0.0080474125	-0.861260625	0.600602897	-0.017150282	-0.2171976795	2.05295459	0.9639728315	-2.12445872	-0.480743634	0.134564595	-2.37566244	1.462230571	-0.684975994	2.010138129	-1.413123437	-0.130798084	-1.660205493	2.21706719	0.3718064475	0.809808259	1.330903581	-0.579928301	-0.536240179	-0.474806476	1.388559484	-0.765183889	1.55311792	0.996431313	-0.088082628	0.689835723	0.056676442	1.471963218	0.440872864	-3.010909416	0.57151436	0.9368412325
BSU15930	rnc	0.3115989635	-0.587592888	1.387337516	-0.2079728995	-0.5465516325	-0.207059165	0.264734438	1.159262116	0.330389584	-1.292878261	-0.539981121	1.238937176	-0.807899783	-1.399687414	-1.184742914	-0.752113467	-1.255951497	1.184341279	-0.5123458275	1.552725617	-2.030430954	0.047840789	0.214520266	-1.275836921	0.203021571	1.384239673	-0.911999033	0.436441072	-0.399119292	0.7171594315	-0.727452797	0.586784716	-0.142973516	0.845432024	0.4868368555	1.931464929
BSU15940	smc	-0.8298946275	0.601318249	-0.640965038	-2.6228635985	-1.216703968	-1.16280626	-0.429863198	0.714840282	0.256945675	-0.281868398	0.10281172	-0.246082463	-0.436293889	-1.710430162	0.26619756	-0.438230987	0.433048484	0.0699414355	0.688393676	-0.216060179	-0.377619179	0.5882038135	-0.307506719	0.459983415	0.235254387	0.841963037	0.645954371	0.467806968	0.334562441	-0.174552798	0.423323887	-0.132619599	-0.492859195	-1.349043581	0.8005154715	-0.3658820305
BSU15980	ffh	-0.6935901395	-0.032447212	-0.614067888	-0.602571865	-1.09443392	2.619893844	-0.303452645	1.277142446	0.815053323	-0.007126453	-0.780196325	-0.468755373	-2.168904166	0.7992419585	2.18080247	0.447731275	0.361343026	0.7353933955	0.2689963755	0.947405437	-1.045867835	1.2076393475	0.235351619	-0.303258581	1.440070918	-0.593665178	-2.373509037	-0.018837484	-0.791585726	-1.3425756	1.563147023	-0.622376262	0.577054318	1.291375113	-1.2747634185	-1.445470764
BSU15990	rpsP	-0.698234075	1.582215471	1.048063512	2.8834308945	0.010593572	1.124684583	-0.419972393	-0.38863749	0.260193772	0.138910157	1.36786843	0.800773448	1.204364991	1.356000694	-0.283693835	0.814862639	2.09431319	-0.5990605175	-0.298516892	1.27636383	1.970765388	-0.484013094	-2.214946391	3.919570822	1.577706037	-2.9896371785	-1.016979934	2.463076583	-0.64737484	0.067865266	0.158113816	-0.30420272	1.062159213	0.264918159	-1.2512505675	-0.4538390045
BSU16030	trmD	0.082191381	0.62216326	-2.914625966	0.932265025	-0.2690621345	1.209684262	-0.1273245035	-0.362202652	0.269205522	0.29706886	-0.873666179	-1.084923564	0.176312717	-0.951902694	0.76801467	-0.257630311	0.369349409	-1.5769449265	0.6310394995	-0.410505928	0.798676295	0.8655573905	0.104329994	2.371119362	0.131271872	1.555834618	-0.011955286	0.661182446	0.247542663	0.776848549	-1.299447726	0.224626297	-0.198489799	-0.696154946	0.264530639	0.1812252925
BSU16040	rplS	-0.826581975	0.943404346	2.494612464	-0.11792743	0.998719334	0.600275037	-0.205560892	0.017382767	-0.294956673	-1.027483808	2.600118062	0.706665193	1.314449269	1.195327882	1.421772599	0.879760145	1.914948156	-0.8410932575	0.942797332	1.689315446	1.674250444	-1.675041804	-0.427995791	-0.032316367	-3.853860797	-1.235595747	-0.973743665	-0.55767008	0.503248723	0.1306244685	-2.221286522	0.357654813	1.087023596	1.101641324	-1.1703747025	-0.227425657
BSU16050	rbgA	0.881320654	0.45033084	2.627512112	-0.2811933885	0.6309468625	-0.037669385	-0.422060213	-1.325875688	-0.749118434	-0.267167669	0.85047809	0.437849232	0.996246711	0.95618135	-0.401608383	0.85577937	2.00845585	-1.8261183185	0.2265126505	0.673696682	1.118325829	-0.9112404135	0.011702141	-0.457384626	-1.410756083	-0.980431224	1.682158076	0.032762764	1.05671596	0.370183924	-0.85222543	0.525143925	0.551058364	-0.854121841	-0.3696295775	0.2127049225
BSU16490	rpsB	0.1393953595	0.90196663	-0.827349581	1.252945015	0.7598790935	4.436864032	0.0721825995	0.723732642	0.525156913	0.601306128	2.270876088	-0.397497442	0.453601679	1.160522231	-1.482431957	0.555787586	1.705312397	-1.514937509	-2.026664573	1.427798809	0.660700928	-0.385514603	-0.666221444	0.436899317	-2.665560141	-1.9827947015	0.752817328	0.227288328	0.382937571	1.8434320845	-0.040394843	0.944202615	0.614850581	1.666232617	-1.4763838775	-0.5074072375
BSU16500	tsf	-0.689311227	0.800674055	-1.343421196	0.4106143825	-0.011708645	0.288500732	-0.148721248	-1.02859746	0.502209058	0.777268482	-0.120925937	-0.516105731	0.244971244	0.1102060125	0.019168358	-0.241379139	0.101658865	-0.511452976	-0.7465561755	-0.352005995	0.393561995	1.0960126425	-0.086320962	-0.311149916	0.007695047	0.380324557	0.280270122	1.357821534	0.878766793	-0.599270591	0.561822855	0.297034004	-0.308564688	-0.745715945	0.0635569275	-0.147830357
BSU16510	pyrH	-0.177089926	0.479584046	-1.26660806	-1.8414575075	0.023781757	-0.719446759	-0.2635172875	-0.918903415	-0.415373181	0.107379648	-1.393627294	-0.306499211	-0.609540667	-1.246118772	-0.318114119	0.105685586	0.904734292	-1.222142769	-1.0010993125	-0.969515391	-2.583399014	1.137111884	0.081278222	0.368051642	0.870569076	1.677419992	-0.455785459	0.581354737	0.586852875	0.3782204535	-0.159684507	-0.159341172	-2.428886589	0.737664348	0.1908371735	-0.969869344
BSU16520	frr	-1.221152421	-0.095681685	-0.794623939	-2.9884189395	-0.3233154035	-0.312531882	-1.669464432	-1.823728259	-0.274647207	-0.121180835	0.690476072	-0.255611547	-1.207961102	-2.3706661745	-0.592915106	0.245920972	0.76797938	-0.764238496	-2.4368488715	-1.100593278	-1.013730264	0.2440593835	0.048571365	-0.091796601	0.599231172	-0.6683293625	-0.516340392	0.342749565	0.099771621	-0.454564436	-0.273419627	0.061087819	-0.68129601	2.538870554	0.975763586	-2.113967483
BSU16530	uppS	-1.279670927	0.97750762	4.560210725	-3.286913864	-0.323234977	-0.622845499	-0.9573116995	2.557681538	-0.662289393	-2.266083272	1.154725328	-0.061459481	0.334302839	0.340034377	-0.736701973	0.156137821	0.053613644	0.17260818	0.121277894	1.072135075	0.417448607	-1.2240549295	0.166851151	-1.487657142	-0.273720625	-0.3563682535	0.38457811	0.132428229	-1.295762757	0.8307654335	0.622729913	0.033698685	0.984557271	-0.558142263	1.193267982	-0.4640643405
BSU16540	cdsA	-1.2870636355	1.165780391	5.703315059	-3.7927449695	0.832626411	-0.489723446	-2.4115626275	1.852312302	0.44263969	-2.119718495	1.177911761	-0.365458279	2.215243905	1.425879282	-0.843192348	0.250123619	0.993471856	-0.8919812715	0.407136211	1.048135372	-0.128171886	-1.932908979	0.403386529	-1.65735351	0.080306315	-0.254536555	-0.026402546	0.111116127	0.40855602	1.172845713	-0.034299019	0.293984974	0.826158348	0.373742997	0.2233422085	0.288890457
BSU16550	dxr	-0.832539301	2.425304992	4.390755872	-4.106738967	0.8119586825	1.926010233	-1.44763497	2.239772892	-0.374155823	-2.945831691	0.045042647	0.279428398	1.404397934	0.756744137	0.02544324	2.624065407	2.305786874	-0.65183781	2.387816506	2.157778447	2.098242997	-1.469607803	-0.509603048	-2.286990058	-0.982478088	-1.0720073265	1.23536826	0.184681155	0.859792707	0.944729843	-0.377859526	-0.399799182	0.837705992	2.533457326	-0.583710615	0.1937889495
BSU16570	proS	-0.439847248	0.390561896	-1.403398019	0.5186763795	-0.1178799935	0.372576922	0.4932120455	-0.954172834	1.313705398	0.363628619	0.483419881	-0.015166625	0.288915584	-2.728588067	-0.059292106	-0.353211731	-0.50843809	-0.270427594	-0.1215106405	0.119559385	-0.577788017	0.549889207	0.905580234	-0.593209133	-0.032491779	1.805336808	-0.733388569	0.299729901	0.185388312	-1.387110208	-0.88432254	0.580399424	0.286825082	-0.506548512	0.1572790165	-0.125162421
BSU16580	polC	0.97375265	0.454891624	6.183473908	-4.3956052815	1.5288337565	-3.335040858	-0.8991758075	0.797137887	2.088707479	-3.65407064	-0.003470676	-1.223795535	0.062331533	-0.174738189	1.388593948	-0.264323074	1.362943709	-1.491905272	1.45210504	0.90319495	0.887585481	-0.194666915	0.183677639	-2.530296223	-0.822705481	-0.502811005	0.502102023	0.320637205	-0.721696168	0.379179369	-2.055246459	-0.029487946	1.136172873	-0.566232856	0.700211092	0.4911093325
BSU16600	nusA	0.190289446	-0.541624613	-3.099219664	-2.6175503255	0.5549901785	0.55228017	0.9251740625	1.882324565	-0.193638114	0.611828823	-1.103237688	-0.543239124	-1.020897496	0.9166412975	-1.370064146	-1.131377036	0.69383036	-1.535145107	2.2126946545	-0.389898116	1.504075506	-0.9753661125	-1.200533436	2.871492679	1.154957245	-0.420238363	-1.386372324	-0.76737713	-0.188287537	0.288703539	0.213669897	1.605561593	0.579592555	3.430897864	1.3637808265	-0.241733182
BSU16630	infB	-0.0464658965	0.370607772	-4.993503862	-1.4589660505	0.8852621405	2.417902605	0.561320058	0.460879712	-2.281671311	0.721680187	0.525163897	-0.667349061	-1.530579957	-1.0029578815	-1.568664989	-0.610884063	1.103680033	-0.905915973	0.4095225745	-0.697949755	0.203948205	-0.4549421335	0.044540071	1.114718821	0.436945847	-1.347398758	-0.40695013	-0.343728366	-1.450165516	-0.381450663	-0.444379983	1.001970141	1.405092161	5.095553583	0.594282731	-0.573272294
