BSU	Gene	A22	Acriflavine	Actinomycin_D	Aztreonam	Benzalkonium	Cefaclor	Cefoxitin	Cerulenin	Chlorhexidine	Ciprofloxacin	Copper(II)_stress	Cycloserine_D	Dibucaine	Dipyridyl	Doxycycline	EDTA	Ethidium_bromide	Fosfomycin	Fusidic_acid	Gliotoxin	Holomycin	Iron(II)_stress	Mupirocin	Nalidixic_acid	Novobiocin	PAC-holo	Phenazine_monosulfate	Propidium_iodide	Puromycin	Rifampicin	SDS	Sulfamonomethoxine	Thiolutin	Triclosan	Trimethoprim	Vancomycin
BSU01320	rplR	0.0216591855	-0.300146562	-1.229992069	4.0231335165	-0.487022468	-3.396006342	1.131708722	-1.013630631	0.723221888	0.46341915	-1.618217262	0.008888297	-0.205215921	-1.64793554	-2.105612542	0.005033691	-0.107938151	0.074247176	1.1591963605	1.019569009	0.511385089	0.6024897555	0.175854219	0.555242193	0.587987775	1.7903239445	-1.21201354	0.534095658	0.128721513	0.7834075125	-0.088102374	0.105175083	0.198816468	-0.747285457	0.0302804685	1.694168627
BSU01320	rplR103	0.162285344	0.015290049	-3.301294409	4.3959197925	-0.528389468	-1.490103009	1.6252219735	0.11106528	-1.200574895	1.008914044	-0.963277334	-0.486710567	0.748942789	-1.122881308	-2.434922617	-1.185324519	0.527879309	1.2072059905	2.891445648	0.042588374	1.534063858	-0.230598613	0.603759315	3.076142509	1.471044786	-1.2860546385	-1.201647745	-0.946552063	0.787961635	1.2427098715	-0.878870214	-0.340312911	1.766451561	-0.710442927	-0.816136718	2.1481656805
BSU01330	rpsE	0.117449722	0.785855205	-1.397670548	4.590938745	-1.018239338	-0.156391692	1.8840264115	-0.174062922	-1.968030575	1.534803746	0.069739553	-0.820726297	-0.576481788	-1.794911771	-2.059240237	0.588548016	0.780179134	-0.193961553	3.091260049	2.204779096	3.975212586	-0.7145743925	0.391685336	2.640330769	1.113126274	-0.724951999	-1.024732123	-0.260996629	0.867492699	0.9636090635	-0.407756417	-1.151180231	1.243281468	-1.55711352	-0.525339947	2.010631658
BSU01340	rpmD	-0.114567861	1.136130653	-0.392161726	0.874887705	-0.096094781	-0.827008841	-0.1300860865	0.043846685	1.469225398	-0.124343124	0.806945357	-0.23075515	1.174573004	-0.6438198145	0.468913308	-0.317706076	0.160831751	-0.4124606085	-0.5251063865	-0.25516429	-0.320799841	0.8879806205	0.323790237	-0.676658928	-0.773311445	0.915474712	-0.341262726	0.755997456	0.853782984	-0.334365252	1.145411297	-0.350488204	-0.217582788	-0.609651776	0.014122989	0.1575812225
BSU01360	secY	0.7088945645	0.278900573	2.344753574	0.952960543	1.180645015	-2.632253512	-0.5493156405	-1.265454224	0.698810579	1.165859077	-1.571183048	-2.417778135	-1.198322713	0.475973017	2.539811046	0.926883177	-0.607652335	-1.148735716	2.6771136595	-0.130924994	1.647515999	-0.0367082315	-0.549268486	2.041020742	-0.11185058	-2.475700666	1.977383447	-1.401133053	0.541351106	0.753795386	-2.473533815	-1.007400193	1.98731004	0.774779962	0.8794130435	1.108317387
BSU01370	adk	-0.0606169145	0.342601112	-2.569089384	0.924265438	-0.1574011605	-0.596449492	0.9138777645	-0.773548318	0.355923517	0.288689954	-0.568990102	-0.496887395	-1.007682015	-0.41727211	-0.29565302	-0.943010211	0.599672458	0.482772815	-0.8977484495	0.049733841	-1.314529507	0.639367073	0.273383859	0.016195988	-0.538664025	0.761473982	-1.446768944	-0.129296134	0.715033782	0.098091115	-0.363816685	1.067973098	-0.338783186	-1.50827089	0.221737184	0.235518832
BSU01380	mapA	0.9959237665	1.57143855	-2.481385505	2.6628536665	-1.359310058	-1.514376889	0.3925931465	-0.849426281	0.896007227	1.441550109	0.764059818	-1.838855871	2.034530025	-1.222941921	-1.010724332	-0.339213021	-1.457479322	-2.5581639985	0.644805669	0.126698446	3.284753159	1.3286386455	-0.316619165	3.791499346	-0.077475944	-2.8316964575	-1.190915252	0.081925252	0.526323767	1.902786268	-1.040792053	-0.022299533	1.970382752	-1.391279733	1.0594167515	0.6625958525
BSU01390	infA	0.3149669325	0.682308223	-0.846311506	-0.1595214925	-0.185004808	0.803701868	0.715430188	-0.536516491	0.145525776	-0.58661189	0.293362141	0.115636016	-0.21642006	-1.9658691865	0.666535615	0.522247766	-0.155494216	-0.658427295	0.5004402515	0.156848956	-0.161703486	-0.2112592985	0.404616952	-0.139683654	-0.102094215	1.624274974	0.04043242	0.619948108	0.602191666	0.9394941425	0.280473472	0.256647958	0.02029186	-0.054402975	-0.021650243	0.9624244845
BSU01410	rpsM	0.3928551885	0.786360631	-1.91977162	0.2173064915	-0.00591309300000001	-0.742517229	1.1344753705	0.015730719	1.524499849	0.087693964	0.239398198	-0.773317138	0.44963319	-1.772527337	0.555354075	-0.296637233	-0.062088011	-0.8895203055	-0.9910527645	-0.811380906	-0.232711814	0.53127456	-0.099674988	-0.308913751	1.004500865	0.532197359	-0.967542385	0.212621825	1.510320666	-0.268082621	-0.1723833	0.196246347	-0.453407418	-1.547006069	0.3525012855	0.010729853
BSU01420	rpsK	0.00880926500000001	1.455649771	-0.73631234	2.642992737	-0.447099344	-0.945204143	0.511437471	-1.574408813	1.443320509	1.105466659	0.209209073	1.781776978	1.06568957	0.3306366285	-0.412334895	0.172988158	-1.602405772	-5.021173353	0.4153225	1.676523043	4.820236862	-0.6296610795	-1.340847318	3.889241803	4.511234729	-2.0613683495	-0.524271449	-0.54804412	0.776483128	1.5601881845	-0.577116692	0.016443798	2.971451011	0.46088015	-0.451963038	0.3608785145
BSU01430	rpoA	-0.00682537999999999	0.058707909	-0.943270108	0.6804494585	-1.482214656	1.503459294	1.010567559	-1.113129557	0.334342069	2.856029423	-0.592062527	-3.773673242	-0.686115364	0.0085737924999999	-0.799153302	0.637053838	-0.287943194	-5.5009955755	1.9992763305	-1.582730814	2.928573019	-0.023016561	-1.274098925	3.232306313	0.869020741	-2.2253635115	-0.442819307	-0.707887029	-0.399076613	1.3299015325	1.548532516	-0.170424368	2.275550569	-0.370830389	1.767749957	1.282703019
BSU01440	rplQ	-0.124257784	0.551073772	-2.076999366	3.387628837	-1.070475856	-0.457040911	1.7825769495	-0.195704548	-1.223593699	1.757526256	-2.851394699	-3.397910583	-3.080552215	-0.897471273	0.380460546	-2.487773949	-1.38235802	0.215075688	0.1713314975	0.400256489	1.303544573	-0.284269018	-0.79146284	3.478319372	0.527536367	-1.155636749	1.190660579	-0.633221517	-0.691691028	2.0533182085	0.432629659	1.053938443	-0.319550339	-2.733876985	0.437394152	1.352577353
BSU01490	rplM	0.6622996585	-1.181822228	1.502961254	2.918366033	-0.0079473155	-0.545937731	0.9674132425	1.574542328	-1.225855066	0.312962236	-1.123790148	-0.349425732	0.52067784	1.180152924	-0.376320438	-0.527783185	-0.833800551	2.4361079905	-1.321618525	1.761258588	1.819523205	-0.9509820445	-0.733907122	3.578981902	-0.581454188	-1.6694005785	-0.19972177	-0.842128191	-0.892800092	0.3669786965	-0.85309917	0.848253437	1.491300933	0.644105317	-0.0844233115	1.8206038405
BSU01500	rpsI	1.2360749025	0.169075242	0.054606714	4.04951984	-0.5260682545	-1.042500821	1.789532942	-0.446399642	-0.630034206	1.377524434	-1.397115041	-0.795356194	1.658953644	1.251065099	-1.966274325	-0.121957003	0.262277411	0.3846862505	-0.857917408	1.050295147	3.14456272	0.336044098	-0.330824443	5.095974157	-0.243706109	-3.361931615	1.039183563	-0.717059358	0.216010977	1.519126195	-0.001735035	0.369197297	1.496574766	-0.924603026	-0.538221314	1.7060058435
BSU01770	glmM	-0.4315606485	0.935472862	4.898179538	-0.190125897	1.465476082	3.151401861	0.4990198955	-1.748113865	1.484326604	-2.09173625	1.900325363	-0.110801778	1.38196568	3.1336601795	-0.317718037	-0.646207575	-0.716272702	0.2800254	-0.7629773905	-0.088717368	1.466603234	-0.436009682	-0.444065148	-0.621042293	-0.056394265	-0.429851753	0.272397453	0.666547533	0.280006324	0.2752394395	-0.893306067	-0.313291436	1.579741661	1.915668901	-0.4519197585	-0.2564968005
BSU01780	glmS	-2.097816213	-2.804740343	1.413430013	-2.4417517425	-1.0646842495	2.083938846	-0.996701782	1.482899237	-2.22618382	0.670754651	-1.299410837	0.293798989	-2.38804327	2.812009935	-1.659439163	-2.805656425	-2.679647897	7.361793382	-0.8813693105	-3.95188318	-2.567527567	-0.48425834	0.139433882	1.254623948	0.632395512	-1.9739803795	-2.779454354	-0.505049716	-1.412927504	0.3088352035	-0.82877864	-0.528731349	-2.792369898	4.030114033	2.143507897	0.3411139855
BSU03100	ycgG	0.21241629	0.399550225	-1.497531011	0.2813805085	0.00289101150000001	1.212611476	0.223860562	0.271925108	0.153646201	-0.505879365	0.837712096	-0.22431734	0.242359536	-1.6980842605	0.521965059	-0.536918463	-0.23409915	-0.835524798	-0.005584668	1.092891263	-0.911451388	0.162313934	0.043584245	-0.582831839	-0.442501744	1.1541807005	0.149396569	0.379533349	0.21748582	0.4973641505	-1.16087593	0.69128781	-1.452591297	0.595256455	-0.3081773195	0.5341260965
BSU03130	nadE	0.4844202815	1.145556857	-1.291424871	0.276984822	0.2918651825	2.972109678	-0.4454116025	-0.871892628	0.476075985	0.007640798	1.311489004	-0.250865255	1.093150999	-1.8643844045	0.048949139	0.250379701	1.000641362	-0.7824871615	-0.984615449	0.425853494	-1.074092716	1.239002442	0.316550908	-0.589632184	-0.818959665	1.5877755025	0.357795739	0.1486879	0.396442456	-0.4203178355	1.458250237	-0.368353424	0.319836632	0.770986108	-0.2491302965	-0.8587639045
BSU03150	aroK	0.3263892935	-0.954508106	-0.650334329	-0.175377958	0.547500754	-2.84634584	0.128642182	-0.463265765	0.964222052	0.243326948	-1.577127832	0.123410739	-1.009923637	-1.1110052025	0.338829678	-0.487721748	-0.061965121	0.358442113	0.1045755725	-0.40960194	-1.159095714	0.3158383925	0.509427308	-0.087068827	0.268765293	2.177574214	-0.488566592	0.048910193	0.303538803	0.643987593	-0.405926719	0.579527579	-0.612129157	1.223115937	0.261558156	-0.3157115645
BSU04560	ddl	-1.3980659015	-0.547622158	3.825208717	-2.738392664	-2.409233212	4.550728234	-1.649918765	1.46157478	0.241092714	-1.051218841	1.599984108	-4.339739874	1.058065603	5.9845019335	-1.986132379	0.167701786	-2.058493411	2.0802281935	-1.304360715	0.947715159	0.852721647	0.8394441985	-0.128868268	-1.798705569	1.246580113	-3.77049174	2.024024995	0.567987689	-0.762296453	0.831682368	2.505488243	1.14717955	1.981879685	1.884523985	-0.027913132	-0.719888522
BSU04570	murF	-0.675390628	-0.360159719	0.427233037	-0.0415281225	0.2062463905	1.484938107	-0.3075543035	0.981109163	0.986902464	-0.151537396	0.880179034	-0.328472862	0.299904025	0.5916879105	-0.668389628	-0.839532432	-0.750475442	0.5645107735	-0.9683803625	0.179815439	1.193167505	2.076275402	-0.154876297	-2.965228426	1.332200785	0.8713627245	-0.296989084	0.434422338	-0.001080175	0.34339826	1.616019814	0.574194308	0.944563728	1.452295688	0.1697803185	0.279049935
BSU04620	acpS	0.2067948825	0.582680447	-4.269869646	0.6372790275	-0.0477460995	0.571728543	0.685570458	-0.034172537	0.153141536	0.970695617	-0.334547722	-0.493294637	-0.136292082	-0.532843536	0.140716025	-0.094653308	-0.171401031	-0.516968064	-0.0715224255	-0.709653462	-1.470893013	-0.00306890450000003	0.122998194	0.735896884	0.104276408	1.323742505	-1.309586413	0.579746575	0.523012869	-0.194321028	0.566698497	0.393663336	-0.733850215	-1.874164876	0.256906546	-0.356064045
BSU04620	acpS	0.2067948825	0.582680447	-4.269869646	0.6372790275	-0.0477460995	0.571728543	0.685570458	-0.034172537	0.153141536	0.970695617	-0.334547722	-0.493294637	-0.136292082	-0.532843536	0.140716025	-0.094653308	-0.171401031	-0.516968064	-0.0715224255	-0.709653462	-1.470893013	-0.00306890450000003	0.122998194	0.735896884	0.104276408	1.323742505	-1.309586413	0.579746575	0.523012869	-0.194321028	0.566698497	0.393663336	-0.733850215	-1.874164876	0.256906546	-0.356064045
BSU04620	acpS48	-0.2463361435	0.072338848	-0.739040966	-0.705732029	0.3460026715	-0.357317247	-0.253349368	-0.339580137	1.180773551	0.620703189	0.402973755	0.117833344	1.709112948	0.1865146425	0.693324225	-0.031493539	0.246742417	-0.502021828	-0.933905062	1.341825631	-1.795837513	0.8907642695	0.261998073	-0.982979242	-0.818218551	1.5058393405	-0.299539822	0.841761445	0.686164913	-0.4366862185	0.872635818	-0.067486419	0.180427985	0.255701619	-0.2287543005	-0.4344223575
BSU04640	alrA	0.17165039	-0.228091329	-1.091146077	-0.7860854405	-0.123680629	-2.370732134	0.909090129	-0.295460491	0.95012832	0.122587314	-0.644414954	-3.388557968	-1.430734599	0.174013186	0.376713343	-0.956949107	0.203877945	-0.4247521385	-1.047670536	-0.528553461	-1.186044626	-0.120707606	0.466135288	-0.632381345	1.130205028	2.3932511925	-0.285099875	0.463165451	0.139531992	0.3443728555	0.494282604	0.201343164	0.430983087	0.031006211	0.553418071	-0.735884359
BSU05100	yddT	0.1447248685	1.363199719	-1.058118647	-0.8563220675	0.4145243765	1.420208289	-0.093850427	-0.615566075	0.553721691	0.124784142	0.406128063	0.244948118	0.249835185	0.321247693	-0.077931453	0.235865684	0.810377305	-0.14119379	-0.6375786495	0.786440797	-1.293046823	-0.3884977255	0.295381883	-0.536928669	-0.472777577	1.069854825	-1.154760016	-0.124469132	0.315408443	0.9699147945	0.104001086	-0.3493803	-0.12115432	0.179685182	-0.2517087575	0.023061615
BSU05920	ydiC	-1.067646327	0.76951462	-0.394930347	-1.0519894175	-0.6276230835	3.227878597	-1.9930363235	-0.407585175	-0.29937461	1.917089827	0.584828969	-0.214417116	0.455203586	1.2408585795	0.292556857	2.430902649	0.830290628	-0.961743865	1.6346365385	1.241802528	2.823986467	-0.954238764	-1.590749108	2.42024178	-0.854203889	-1.974351057	0.761330944	-0.431151519	0.446783401	0.6831714575	-0.708213913	-0.237684294	2.485814209	2.958142069	-0.06701308	-2.0762157005
BSU05940	gcp	-0.1723972905	-0.13927759	-0.095270237	-0.4337648525	-0.376271984	-2.110194449	0.640204541	0.226034094	-0.304951359	0.735130475	-0.758194418	0.94768829	-0.664403258	-0.8646955225	0.142492194	0.766451283	1.032484393	-0.183787942	1.9658178675	0.425194136	1.188917478	-0.9240447725	-0.836139612	3.158321887	-0.358909952	-0.13943311	0.649908039	-0.587933193	-0.471118743	0.4250578595	-0.913343987	-0.054209574	0.253012365	1.360276599	0.4751492385	-0.265076872
BSU06020	groES	0.760914282	-0.581145598	0.01458777	0.6665617725	0.2060332845	-1.406626334	0.3403247175	-0.556857651	0.03120279	0.133388056	-0.14026129	0.457788189	0.352010921	0.2797534165	0.094268221	0.131531331	-0.572062015	-0.620272663	-1.251578918	0.26493724	0.187441329	0.62384438	0.019287966	-0.299672596	-0.615208907	1.469630562	0.167376235	0.156507747	0.215437102	0.621400805	-0.084001734	0.356125051	0.457854942	1.037709304	0.1272704465	0.9909589295
BSU06030	groEL	0.529191816	-0.65399913	-0.669510403	-0.075743172	0.182793952	-1.842700902	-0.6973012635	-0.555094633	0.45242633	0.069321482	-0.526111791	0.331962751	0.683277844	0.248127118	0.061328298	-0.035365852	-0.024655409	-0.639908586	-1.248084883	0.931998943	0.104581974	0.390535614	0.401656328	-0.451551292	-0.174722855	2.4089782975	-0.084281422	0.157915255	0.407335993	0.978728808	-0.09043507	0.304720779	0.859224947	0.506260436	0.0801077585	0.474386853
BSU06060	ydiO	1.357008835	-1.324253489	3.763041859	-5.2913923235	0.5900761075	-2.298216413	-2.0445131445	0.832628796	0.699253022	0.044760327	-0.207694106	-0.567304009	-0.393506311	1.161313035	-0.465048768	-0.260793623	-2.482052071	-1.0962536455	-0.560907245	0.073273481	2.576738451	0.8895281255	0.300452911	-3.369325899	2.122161035	2.1856203405	0.113520784	0.912184011	-0.353430597	1.8456536215	2.666641026	-0.064189568	1.048738	0.031677028	2.01274897	-0.4252706785
BSU06070	ydiP	2.446257371	-1.636360875	4.624567715	-5.2447790675	0.6828512645	-3.18781135	-1.4199324945	-0.311913886	0.030812332	-1.33478829	-1.39931538	0.245342817	-0.2418694	1.210219709	-1.807648705	0.242178386	-3.962695067	-0.574365902	1.014420726	-0.321775052	0.444922103	0.909137674	0.165534986	-2.856747098	2.610928973	0.427634783	-0.307528798	0.573024328	0.193581851	2.313256744	2.166977345	1.019464873	0.404792148	-4.341190639	1.793535184	0.092225521
BSU06610	pcrA	0.0894546095	0.064107722	4.880986857	-3.0345889985	0.693796688	-9.049406419	-1.159418158	0.964040399	0.639526128	-4.385800487	-0.045726274	-0.586666101	0.698501089	0.5689129785	-0.224441786	0.472925862	-3.041858387	-1.5538838685	1.166043908	-0.131603183	0.259816979	1.9525265225	0.358870071	0.124837238	0.547236022	0.676420514	0.126467194	0.708118122	0.058475948	0.8030250885	0.750341713	0.68796847	-0.092290633	1.155402839	0.5170337505	0.0169299235
BSU06620	ligA	0.27899527	-0.1183235	5.148588026	-2.7399744065	0.3476861545	-9.019969893	-1.498475993	0.724592979	1.097996083	-4.098659509	-1.453316618	0.150339309	0.321904544	0.582415025	-0.004643254	0.295870429	-1.582799565	-1.300973137	3.0388683285	-0.097215762	0.308706365	0.741343171	0.141841692	0.413506053	0.739817486	1.3714115695	0.687355375	0.529376379	0.3017036	1.1299679425	0.943187198	0.151644031	-0.193791464	1.312975921	0.3618175315	0.599820213
BSU06670	gatC	0.2415493785	0.496941331	-0.856485691	0.5907799385	-0.20734165	-0.165219079	0.177950961	-1.070525462	0.55551811	0.541532971	0.980552958	-0.713637247	0.881935551	1.4812498005	-0.765459323	0.274572006	-1.074189343	-0.231147388	0.1726819475	1.28271147	1.094140685	-0.0813612295	-0.266483199	1.003549449	0.75279674	1.482153601	0.448631283	0.566700397	0.677860063	0.046969138	-0.132164882	0.086396738	1.836702291	-2.122156642	0.410718179	-0.411730231
BSU06680	gatA	0.251920577	0.179200907	1.554017864	0.1133742045	-1.1222270855	-0.026179788	-0.8518420005	1.206876713	-0.282323504	0.997105421	2.523914573	-0.835743422	0.676020093	4.5674887775	-0.2872744	1.171527821	-0.702170656	-0.808430527	0.6527143305	1.388195199	1.387479858	0.81253645	-0.582516592	0.384449641	0.447146828	-1.335185541	0.388746114	-0.058522475	0.830245266	0.1018090665	0.789154837	0.938544711	0.410412074	-1.902480283	0.436511259	-1.0846698185
BSU06690	gatB	0.6585836985	0.579915681	2.973143224	0.975867893	-1.3727174345	1.230119186	-0.470672391	-0.805113879	0.131062864	0.159583827	1.248691062	-0.78817962	-0.382626747	1.0169572095	-0.310082985	0.649498595	-1.183654946	-3.1345908165	1.584743755	1.089337655	2.296714302	0.3193373535	-0.086135031	0.298360943	1.460572297	-0.961255811	0.863648181	0.203804914	0.335497951	-0.358257452	0.291313526	-0.329845096	1.737511455	-2.012002016	0.3160214295	0.1841968425
BSU06720	yerQ	-0.0434734385	-0.297046641	1.252500531	-0.9295480135	-0.7883515195	-0.445133262	0.6751821075	1.732572472	-1.278179548	-0.431561759	-1.445048758	0.53251838	-1.583338961	-0.1236838385	-0.670119518	2.585846555	-1.234483004	1.191154021	1.760992025	0.261708396	-2.33496352	-0.5483139615	-0.050272381	-1.419109913	-0.224930851	0.835047566	-1.005741022	0.118473961	-0.148450348	-0.0655470815	1.054044263	1.028505235	-1.736938047	-1.759242902	0.5844763725	1.6851236355
BSU06811	yezG	0.49878675	0.374839221	-0.492113946	-0.2313626445	0.072488855	-0.704303581	0.187572829	0.046380334	0.237529578	-0.113194496	0.441329961	0.107736244	0.290122683	-0.5224913625	0.296380967	0.15266105	-0.458441695	-0.98223849	0.077257217	-0.781503628	-0.676823031	-0.110515074	0.078739586	-0.81819809	-0.585773665	2.2666407885	-0.402377455	0.133024426	0.246732308	0.818060491	0.038195118	0.434347383	-0.056637957	-0.225403613	-0.0220367865	0.295005654
BSU06811	yezG	0.49878675	0.374839221	-0.492113946	-0.2313626445	0.072488855	-0.704303581	0.187572829	0.046380334	0.237529578	-0.113194496	0.441329961	0.107736244	0.290122683	-0.5224913625	0.296380967	0.15266105	-0.458441695	-0.98223849	0.077257217	-0.781503628	-0.676823031	-0.110515074	0.078739586	-0.81819809	-0.585773665	2.2666407885	-0.402377455	0.133024426	0.246732308	0.818060491	0.038195118	0.434347383	-0.056637957	-0.225403613	-0.0220367865	0.295005654
BSU06811	yezG129	0.1446569685	0.300922408	-1.904250418	0.1196964	0.2109212565	0.839719058	0.2198362435	0.553837322	0.638429703	0.151463873	0.250103071	0.937727692	1.34865144	-0.0108461875	0.757575868	0.373116846	-0.006786507	-0.4226732365	-0.708191945	0.086929324	-1.205978873	-0.110694778	-0.078146616	-0.58856161	-0.786448503	1.5287733905	-0.254772119	-0.138933046	0.602467179	0.160976087	-0.133381379	0.920942533	-0.787790182	-0.498695007	-0.309305912	-0.1988184425
BSU07840	yfkN	0.2180374335	0.876723035	-1.262716359	0.8238762845	0.2761035875	3.946392588	-0.118004939	-0.971532448	0.220644343	0.207457731	3.097472315	-0.302846572	1.29036371	-1.0148707735	0.088475128	0.904330537	0.535020035	-1.047084529	-0.8981839315	0.010022889	-1.399328548	1.646036901	0.613044351	-0.483874301	-0.194082212	1.7973969185	0.465276417	1.186602466	1.093687139	-0.885392961	1.132302627	-0.878765273	0.241967645	-0.45531329	-0.272853232	-0.8608647235
BSU08930	cspR	0.590437223	0.519041443	-0.566732787	0.1787923435	0.1175776665	0.42500473	0.66000421	0.347168278	0.962693613	0.034896535	-1.748376095	-0.400994547	0.636155896	-3.113394007	0.321327814	0.00749368	0.409877314	-1.385340787	1.719352164	2.311631235	-0.284922273	1.233915602	0.421553896	-0.383808737	-0.125401912	2.3136472125	-0.09957772	0.49546784	0.404571453	0.745076733	0.04931185	0.369803775	0.70501726	-0.320129111	-0.292893466	0.119337133
BSU09510	yhdL	0.636925145	0.779909015	-0.376242008	1.3713280235	0.565105049	-0.271818542	1.1993484695	-0.535984348	0.442736224	-0.154388406	-0.214814495	-0.437280758	0.742233585	-3.1978670995	0.730957992	-0.455836688	1.229814832	-0.0238405295	1.190009648	-2.796446395	-2.103257591	-0.5696085945	0.13585198	-0.395437124	-0.732883747	1.1781717745	-0.844134873	-0.326475059	0.204058971	-0.3879040535	-0.713452916	-0.497410131	-1.088428179	0.486644804	-0.9307608185	1.056484438
BSU09540	plsC	-1.045219503	0.773614942	0.813232926	-2.932756786	2.101395151	-3.091107194	-1.1484911545	0.181845653	0.777980112	-0.36150964	0.110254061	0.971006985	0.540439799	0.894929049	0.994025183	1.204870118	0.53069776	-2.7834145745	0.00627527999999999	-2.326888779	-2.394247016	-0.5270873905	-1.060870911	-0.057281009	0.687751541	-0.8929974045	0.434208134	0.175722357	0.906553819	0.2152722295	0.085642937	0.191623635	-1.759513193	-3.273900416	0.215604373	-0.68781165
BSU09950	prsA44	-0.825701462	1.171667012	0.353854034	1.0808038025	0.9531291245	1.735179883	1.5307343275	-0.33579097	1.227517497	0.117325396	-0.298080509	0.157877908	1.486689718	0.3390256075	-0.470749956	0.256586569	-0.336284449	1.180104078	-1.5376466595	1.143979822	-0.361870301	-0.0496643725	-0.111508119	-0.522045443	-1.626290962	0.385793042	0.787783025	0.323181479	0.100469045	-1.075455775	-1.421959114	0.597670133	0.525731619	-0.869858444	-0.5630540935	0.0666148565
BSU10120	hemE	1.4804188805	-1.436124301	-1.162138846	0.6931320075	0.5709046765	-1.794310217	-0.375907591	-0.74521613	-0.03269368	1.046205219	2.029430925	-0.502034804	1.387281141	-4.567431065	0.261859681	-1.695198022	1.613571543	-0.516953091	1.232311067	3.064866396	2.498732396	1.078446537	-0.665195109	0.579037989	-3.376424221	0.0979263345	3.086158108	-0.308911471	1.87121203	0.2755533085	-1.224759843	-0.42609997	2.689748996	1.31106485	0.2860166005	0.1135899865
BSU10130	hemH	0.272150707	-0.370444357	-0.250542488	0.0781369675	0.415723519	-1.029275657	-1.868449066	0.401678043	0.698813181	-0.335466717	3.212762534	-0.166516689	0.941908671	-2.066493549	1.262900747	-1.266091387	1.608970875	-1.500632557	1.2955399935	2.041260901	2.429711409	1.392126709	-0.646514736	0.772801624	-4.421239853	-0.365298407	1.72855895	-0.407271167	1.554769747	0.058669371	-1.176970968	0.246164424	2.356361298	2.60235158	-0.3375631275	-0.7998897375
BSU10140	hemY	0.755958421	-0.747909266	-1.470531118	0.497656526	0.851345691	0.019940391	-1.2770442115	0.378351092	0.480774131	-0.307690051	3.02966981	0.312594632	1.012842567	-1.741190288	1.030958566	0.073650127	2.048791824	-1.2166538975	0.6375348305	2.488895571	2.3325824	2.0254821045	-0.920461095	-0.17599938	-4.138880487	0.5023496875	0.9835795	-0.043110582	1.454566545	-0.039406295	-0.572308164	-0.28762265	2.140380078	2.736309509	-0.2831400485	-0.8644363945
BSU10660	yisB	-0.669956082	0.467778622	-0.180043916	-0.3520325665	-0.386945806	-0.712251063	-0.218954485	0.316841226	1.018531935	-0.644742452	-0.383844278	-0.05916609	1.026615904	2.3746361255	0.545575659	0.35445694	-0.334081489	-0.4850947485	-0.311865918	-0.061569841	-0.416862195	-0.0548488945	0.664013945	-1.741181448	-0.69419986	0.936129332	0.130413302	0.484910877	0.150358494	0.6389975225	-0.178054297	0.295863708	-0.224912478	-0.104543063	0.2636398355	-0.869087529
BSU11340	fabF	0.356383685	0.128718538	-0.117043229	1.5009424495	0.328915278	2.048312271	1.100460375	-7.447363314	0.640768692	-1.006074395	-0.21894417	0.355903191	0.033672215	2.7081027305	-0.20221468	0.595840412	-1.185681782	2.1662911055	-0.5699964495	0.166962013	0.057222127	0.722632397	-0.11766346	-2.041089217	-0.543849166	0.5516197845	1.996987154	0.663626674	0.561868551	0.5927643595	0.985444538	-0.161471589	1.017698283	-0.582688862	-0.49298673	0.9319442985
BSU11420	trpS	-0.7431137755	0.481649941	-0.871928607	-1.082328007	0.068720019	-0.533985384	-0.2981514465	0.446055894	0.171466076	0.371480943	-0.143686212	0.036809537	0.004964591	-0.175858205	0.347352908	-0.224506033	-0.39614015	-0.3738397855	-0.7784900055	-1.124524224	-0.990081913	-0.699673147	0.438081414	0.324922552	-0.210433025	1.2670270855	0.263364454	0.368783522	-0.044873462	-0.667236955	0.014076188	-0.394217394	-1.692523701	1.157751807	0.2320181255	-0.823790274
BSU11610	ppnK	0.6725021015	0.066317787	-2.390611226	0.833535478	0.1896470985	1.070499767	0.5545586025	-0.716530248	0.297405089	0.012517298	0.54479986	0.062998151	0.416303662	-1.590238965	0.267807591	0.831517656	-0.132862281	-0.627397017	-0.1901746445	0.385988379	-0.908071344	0.1079932775	0.325918677	0.227497299	0.148332846	0.9407261955	-0.69265487	0.149106747	0.648856088	0.5448535335	-0.334394961	0.089118858	-0.647764426	-0.970581083	-0.489743037	0.845251404
BSU12519	yjzJ	-0.050511874	0.524124279	-1.33221383	0.00657110600000002	0.3095324185	0.000437408	0.3495834905	-0.0131812	0.20781595	0.055360249	-0.126995361	-0.119747354	0.244719524	-0.4703023155	0.344942467	0.556345596	-0.174701203	-0.4413757615	-0.3286424545	-0.163100897	-0.915785595	0.8030122945	0.004787386	-0.698473969	-0.590321253	0.386365828	-0.398135855	-0.014333631	-0.007424869	-0.0726211315	-0.099598064	0.998319699	-0.927400672	-0.738774671	0.386349797	-0.2745761975
BSU12520	xkdB	0.0439523235	0.060777376	-1.241872341	-0.491124731	0.2710739075	-0.158766112	0.400688243	0.684334479	0.70619125	0.000552234	-0.22053282	0.866953366	0.772753442	-0.6314891275	0.686541746	0.714845358	0.083358761	-0.6881646895	-0.0182887275	0.677410849	-0.722850136	0.151127973	0.182245684	-0.050614782	-0.524579943	1.8959603575	0.079946592	0.203482758	0.69248807	0.5658750755	-1.127848656	-0.02363218	-0.619158322	-0.80665642	-0.4073087985	0.331083456
